SMILES,LipinskiFailures,ALogp2,AMR,nAtomLC,nAtomP,nAtomLAC,nAtom,nAromBond,nHBDon,ALogP,naAromAtom,nB,MLogP,nRotB,XLogP
InChI%3D1S%2FCH3O5P%2Fc2-1%283%297%284%2C5%296%2Fh%28H%2C2%2C3%29%28H2%2C4%2C5%2C6%29,0.0,9.34463787078857,51.2977981567383,0.0,6.0,0.0,11.0,6.0,3.0,3.05690002441406,6.0,11.0,1.35000002384186,0.0,3.21300005912781
InChI%3D1S%2FC17H20N2S%2Fc1-18%282%2912-7-13-19-14-8-3-5-10-16%2814%2920-17-11-6-4-9-15%2817%2919%2Fh3-6%2C8-11H%2C7%2C12-13H2%2C1-2H3,0.0,0.855995059013367,36.157398223877,2.0,8.0,0.0,14.0,6.0,,0.92519998550415,6.0,9.0,2.00999999046326,1.0,0.757000029087067
InChI%3D1S%2FC21H30O2%2Fc1-13%2822%2917-6-7-18-16-5-4-14-12-15%2823%298-10-20%2814%2C2%2919%2816%299-11-21%2817%2C18%293%2Fh12%2C16-19H%2C4-11H2%2C1-3H3%2Ft16-%2C17%2B%2C18-%2C19-%2C20-%2C21%2B%2Fm0%2Fs1,0.0,0.403479039669037,82.0260009765625,6.0,15.0,5.0,40.0,6.0,0.0,-0.635200023651123,6.0,23.0,2.89000010490417,4.0,2.51799988746643
InChI%3D1S%2FC21H29Cl2N3O3%2Fc1-2-11-29-21%2828%2925-9-10-26%2817%2815-25%2914-24-7-3-4-8-24%2920%2827%2913-16-5-6-18%2822%2919%2823%2912-16%2Fh5-6%2C12%2C17H%2C2-4%2C7-11%2C13-15H2%2C1H3%2Ft17-%2Fm0%2Fs1,0.0,2.85238313674927,40.2163009643555,1.0,8.0,0.0,16.0,6.0,,1.68889999389648,6.0,9.0,2.23000001907349,0.0,1.48199999332428
InChI%3D1S%2FC10H12N4O3%2Fc15-3-6-1-2-7%2817-6%2914-5-13-8-9%2814%2911-4-12-10%288%2916%2Fh4-7%2C15H%2C1-3H2%2C%28H%2C11%2C12%2C16%29%2Ft6-%2C7%2B%2Fm0%2Fs1,0.0,,,2.0,9.0,0.0,31.0,6.0,,-2.23040008544922,6.0,19.0,1.78999996185303,2.0,-0.0219999998807907
InChI%3D1S%2FC16H31N3O.CH5NO.H2O%2Fc1-10-11%282%2913%2820-12%2810%293%2914%284%2C5%2919%2815%286%2C7%2917%2916%288%2C9%2918%3B1-2-3%3B%2Fh17-18H2%2C1-9H3%3B2-3H%2C1H3%3B1H2,0.0,1.85640621185303,96.2517013549805,12.0,2.0,0.0,66.0,0.0,,-1.36249995231628,0.0,22.0,2.55999994277954,4.0,2.12599992752075
InChI%3D1S%2FC11H17NO2%2Fc1-3-4-5-7-12-8-6-10%2813%2911%2814%299%2812%292%2Fh6%2C8%2C14H%2C3-5%2C7H2%2C1-2H3,0.0,,,3.0,16.0,0.0,26.0,12.0,,,12.0,17.0,,3.0,2.125
InChI%3D1S%2FC10H13N5O4%2Fc11-8-5-9%2813-2-12-8%2915%283-14-5%2910-7%2818%296%2817%294%281-16%2919-10%2Fh2-4%2C6-7%2C10%2C16-18H%2C1H2%2C%28H2%2C11%2C12%2C13%29%2Ft4-%2C6-%2C7-%2C10-%2Fm1%2Fs1,0.0,,,1.0,9.0,0.0,34.0,6.0,,-3.833899974823,6.0,21.0,1.57000005245209,2.0,-2.06399989128113
InChI%3D1S%2FC9H13NO2%2Fc1-6%2810%299%2812%297-3-2-4-8%2811%295-7%2Fh2-6%2C9%2C11-12H%2C10H2%2C1H3%2Ft6-%2C9-%2Fm0%2Fs1,0.0,0.37822499871254,,5.0,7.0,3.0,25.0,6.0,,-0.615000009536743,6.0,12.0,2.11999988555908,2.0,-0.333999991416931
InChI%3D1S%2FC27H29NO10%2Fc1-10-22%2830%2914%2828%297-17%2837-10%2938-16-9-27%2835%2C11%282%2929%298-13-19%2816%2926%2834%2921-20%2824%2813%2932%2923%2831%2912-5-4-6-15%2836-3%2918%2812%2925%2821%2933%2Fh4-6%2C10%2C14%2C16-17%2C22%2C30%2C32%2C34-35H%2C7-9%2C28H2%2C1-3H3%2Ft10-%2C14-%2C16-%2C17-%2C22%2B%2C27-%2Fm0%2Fs1,0.0,2.28553915023804,20.6555995941162,4.0,0.0,2.0,8.0,0.0,,1.51180005073547,0.0,3.0,1.46000003814697,1.0,1.74000000953674
InChI%3D1S%2FC19H22Cl2N4O2%2Fc20-15-2-1-13%289-16%2815%2921%2910-18%2827%2925-8-7-24-6-4-22-19%2824%2917%2825%2912-23-5-3-14%2826%2911-23%2Fh1-2%2C4%2C6%2C9%2C14%2C17%2C26H%2C3%2C5%2C7-8%2C10-12H2%2Ft14-%2C17-%2Fm1%2Fs1,0.0,2.24041032791138,67.7231979370117,0.0,16.0,0.0,24.0,12.0,,1.4967999458313,12.0,18.0,2.77999997138977,0.0,1.21200001239777
InChI%3D1S%2FC10H11N3O3S%2Fc1-7-6-10%2812-16-7%2913-17%2814%2C15%299-4-2-8%2811%293-5-9%2Fh2-6H%2C11H2%2C1H3%2C%28H%2C12%2C13%29,0.0,3.63283610343933,65.2797012329102,4.0,11.0,0.0,32.0,6.0,,-1.90600001811981,6.0,18.0,1.78999996185303,3.0,0.751999974250793
InChI%3D1S%2FC23H29ClFN3O4%2Fc1-30-21-13-19%2826%2918%2824%2912-17%2821%2923%2829%2927-20-8-10-28%2814-22%2820%2931-2%299-3-11-32-16-6-4-15%2825%295-7-16%2Fh4-7%2C12-13%2C20%2C22H%2C3%2C8-11%2C14%2C26H2%2C1-2H3%2C%28H%2C27%2C29%29%2Ft20-%2C22-%2Fm0%2Fs1,0.0,0.072468638420105,126.740196228027,4.0,11.0,3.0,61.0,12.0,,-0.269199997186661,12.0,34.0,3.0,9.0,2.15300011634827
InChI%3D1S%2FC15H14N4O%2Fc1-9-6-8-17-14-12%289%2918-15%2820%2911-3-2-7-16-13%2811%2919%2814%2910-4-5-10%2Fh2-3%2C6-8%2C10H%2C4-5H2%2C1H3%2C%28H%2C18%2C20%29,0.0,0.514232397079468,74.8499984741211,0.0,16.0,0.0,34.0,12.0,,-0.717100024223328,12.0,23.0,2.55999994277954,1.0,0.816999971866608
InChI%3D1S%2FC8H16O2%2Fc1-3-5-7%286-4-2%298%289%2910%2Fh7H%2C3-6H2%2C1-2H3%2C%28H%2C9%2C10%29%2Fp-1,2.0,6.25099992752075,97.2600021362305,11.0,12.0,8.0,66.0,6.0,0.0,-2.50020003318787,6.0,28.0,3.66000008583069,18.0,7.98699998855591
InChI%3D1S%2FC36H33N3O5%2Fc1-2-29%2824-13-5-3-6-14-24%2939-35%2841%2932-28-19-11-12-20-30%2828%2938-33%2825-15-7-4-8-16-25%2934%2832%2944-22-21-37-31%2840%2923-26-17-9-10-18-27%2826%2936%2842%2943%2Fh3-20%2C29H%2C2%2C21-23H2%2C1H3%2C%28H%2C37%2C40%29%28H%2C39%2C41%29%28H%2C42%2C43%29%2Ft29-%2Fm0%2Fs1,2.0,,,7.0,20.0,3.0,77.0,29.0,,-1.12249994277954,28.0,48.0,4.53999996185303,12.0,10.6960000991821
InChI%3D1S%2FC17H19NO3%2Fc1-18-7-6-17-10-3-5-13%2820%2916%2817%2921-15-12%2819%294-2-9%2814%2815%2917%298-11%2810%2918%2Fh2-5%2C10-11%2C13%2C16%2C19-20H%2C6-8H2%2C1H3%2Ft10-%2C11%2B%2C13-%2C16-%2C17-%2Fm0%2Fs1,0.0,,,0.0,18.0,0.0,35.0,6.0,,,6.0,25.0,2.89000010490417,0.0,
InChI%3D1S%2FC17H16ClNO%2Fc1-19-9-14-12-4-2-3-5-16%2812%2920-17-7-6-11%2818%298-13%2817%2915%2814%2910-19%2Fh2-8%2C14-15H%2C9-10H2%2C1H3%2Ft14-%2C15%2B%2Fm0%2Fs1,0.0,0.013618890196085,30.8593997955322,0.0,13.0,0.0,36.0,12.0,,0.116700001060963,12.0,23.0,3.0,0.0,4.26599979400635
InChI%3D1S%2FC19H21N5O2%2Fc1-22-9-11-23%2812-10-22%2913-17%2825%2924-16-7-3-2-5-14%2816%2919%2826%2921-15-6-4-8-20-18%2815%2924%2Fh2-8H%2C9-13H2%2C1H3%2C%28H%2C21%2C26%29,0.0,0.14070001244545,105.366401672363,3.0,18.0,2.0,47.0,12.0,,0.375099986791611,12.0,29.0,2.77999997138977,3.0,-0.603999972343445
InChI%3D1S%2FC20H29N3O4S%2Fc1-15%2824%2922-9-10-23%2817%2813-22%2912-21-8-7-18%2825%2914-21%2920%2826%2911-16-3-5-19%286-4-16%2928%282%2927%2Fh3-6%2C17-18%2C25H%2C7-14H2%2C1-2H3%2Ft17-%2C18-%2C28%3F%2Fm0%2Fs1,0.0,2.71953082084656,112.22509765625,3.0,8.0,2.0,57.0,6.0,,-1.64909994602203,6.0,30.0,2.77999997138977,7.0,-2.40400004386902
InChI%3D1S%2FC20H22Cl2N2O2%2Fc21-16-4-3-14%2811-17%2816%2922%2912-20%2825%2924-9-5-19-15%286-10-26-19%2918%2824%2913-23-7-1-2-8-23%2Fh3-4%2C6%2C10-11%2C18H%2C1-2%2C5%2C7-9%2C12-13H2%2Ft18-%2Fm1%2Fs1,0.0,0.0879715606570244,100.481903076172,3.0,6.0,2.0,52.0,6.0,,-0.296600013971329,6.0,29.0,3.0,5.0,2.0550000667572
InChI%3D1S%2FC20H28Cl2N2O%2Fc1-20%282%297-10-24%2816%2813-20%2914-23-8-3-4-9-23%2919%2825%2912-15-5-6-17%2821%2918%2822%2911-15%2Fh5-6%2C11%2C16H%2C3-4%2C7-10%2C12-14H2%2C1-2H3%2Ft16-%2Fm1%2Fs1,0.0,2.41491603851318,77.1316986083984,3.0,6.0,2.0,53.0,6.0,,1.55400002002716,6.0,27.0,,5.0,4.52299976348877
InChI%3D1S%2FC6H14O6%2Fc7-1-3%289%295%2811%296%2812%294%2810%292-8%2Fh3-12H%2C1-2H2%2Ft3-%2C4-%2C5-%2C6-%2Fm1%2Fs1,1.0,8.64477634429932,38.4035987854004,12.0,0.0,6.0,26.0,0.0,6.0,-2.94020009040833,0.0,11.0,1.46000003814697,5.0,-3.89599990844727
InChI%3D1S%2FC7H8N4O2%2Fc1-10-5-4%288-3-9-5%296%2812%2911%282%297%2810%2913%2Fh3H%2C1-2H3%2C%28H%2C8%2C9%29,0.0,0.298771560192108,26.2775001525879,0.0,6.0,0.0,20.0,5.0,,-0.546599984169006,0.0,14.0,1.57000005245209,0.0,-0.751999974250793
InChI%3D1S%2FC9H9Cl2N3%2Fc10-7-3-6-5-13-14%282-1-12%299%286%294-8%287%2911%2Fh3-5H%2C1-2%2C12H2,0.0,,,9.0,13.0,2.0,35.0,6.0,,,6.0,18.0,1.89999997615814,7.0,1.81099998950958
InChI%3D1S%2FC20H29N3O4%2Fc1-15%2824%2922-8-9-23%2817%2813-22%2912-21-7-6-18%2825%2914-21%2920%2826%2911-16-4-3-5-19%2810-16%2927-2%2Fh3-5%2C10%2C17-18%2C25H%2C6-9%2C11-14H2%2C1-2H3%2Ft17-%2C18%2B%2Fm0%2Fs1,0.0,,,3.0,9.0,0.0,16.0,6.0,,1.57889997959137,6.0,10.0,1.89999997615814,1.0,1.50800001621246
InChI%3D1S%2FC19H25F2N3O3%2Fc1-13%2825%2923-4-5-24%2817%2811-23%2910-22-3-2-18%2826%2912-22%2919%2827%298-14-6-15%2820%299-16%2821%297-14%2Fh6-7%2C9%2C17-18%2C26H%2C2-5%2C8%2C10-12H2%2C1H3%2Ft17-%2C18%2B%2Fm0%2Fs1,0.0,0.271649450063705,,4.0,6.0,3.0,23.0,6.0,,0.521200001239777,6.0,10.0,2.33999991416931,2.0,1.56599998474121
InChI%3D1S%2FC21H28O5%2Fc1-20-7-6-13%2824%298-12%2820%292-3-14-15-4-5-16%2818%2826%2910-22%2921%2815%2C11-23%299-17%2825%2919%2814%2920%2Fh8%2C11%2C14-17%2C19%2C22%2C25H%2C2-7%2C9-10H2%2C1H3%2Ft14-%2C15-%2C16%2B%2C17-%2C19%3F%2C20-%2C21%2B%2Fm0%2Fs1,0.0,1.83738029003143,95.9124984741211,4.0,4.0,2.0,54.0,0.0,2.0,-1.35549998283386,0.0,29.0,3.22000002861023,3.0,0.256999999284744
InChI%3D1S%2FC11H17BrN%2Fc1-4-13%282%2C3%299-10-7-5-6-8-11%2810%2912%2Fh5-8H%2C4%2C9H2%2C1-3H3%2Fq%2B1,0.0,0.617010235786438,,6.0,6.0,2.0,30.0,6.0,0.0,0.78549998998642,6.0,13.0,2.45000004768372,3.0,1.71800005435944
InChI%3D1S%2FC7H16%2Fc1-3-5-7-6-4-2%2Fh3-7H2%2C1-2H3,0.0,1.78863871097565,26.3554000854492,7.0,0.0,7.0,23.0,0.0,0.0,-1.33739995956421,0.0,6.0,2.23000001907349,4.0,4.32299995422363
InChI%3D1S%2FC14H22N2O3%2Fc1-10%282%2916-8-12%2817%299-19-13-5-3-11%284-6-13%297-14%2815%2918%2Fh3-6%2C10%2C12%2C16-17H%2C7-9H2%2C1-2H3%2C%28H2%2C15%2C18%29%2Ft12-%2Fm1%2Fs1,0.0,,,0.0,7.0,0.0,21.0,6.0,,0.485599994659424,6.0,11.0,2.33999991416931,0.0,1.09200000762939
InChI%3D1S%2FC23H23N3O5%2Fc1-4-23%2830%2916-8-18-20-12%289-26%2818%2921%2828%2915%2816%2911-31-22%2823%2929%297-13-14%2810-25%282%293%2919%2827%296-5-17%2813%2924-20%2Fh5-8%2C27%2C30H%2C4%2C9-11H2%2C1-3H3%2Ft23-%2Fm0%2Fs1,0.0,,,4.0,22.0,2.0,53.0,11.0,,,10.0,35.0,3.10999989509583,3.0,
InChI%3D1S%2FC16H13ClN2O2%2Fc1-19-13-8-7-11%2817%299-12%2813%2914%2818-15%2820%2916%2819%2921%2910-5-3-2-4-6-10%2Fh2-9%2C15%2C20H%2C1H3%2Ft15-%2Fm0%2Fs1,1.0,3.9196081161499,91.2618026733398,2.0,6.0,2.0,18.0,6.0,,1.97979998588562,6.0,13.0,1.78999996185303,1.0,5.22599983215332
InChI%3D1S%2FC12H20N2O3S%2Fc1-9%282%2913-8-12%2815%2910-4-6-11%287-5-10%2914-18%283%2C16%2917%2Fh4-7%2C9%2C12-15H%2C8H2%2C1-3H3%2Ft12-%2Fm1%2Fs1,0.0,0.884540259838104,75.0717010498047,7.0,10.0,3.0,38.0,6.0,,-0.940500020980835,6.0,18.0,2.11999988555908,6.0,0.125
InChI%3D1S%2FC13H18ClNO%2Fc1-9%2815-13%282%2C3%294%2912%2816%2910-6-5-7-11%2814%298-10%2Fh5-9%2C15H%2C1-4H3%2Ft9-%2Fm0%2Fs1,0.0,,,9.0,8.0,3.0,34.0,6.0,,,6.0,16.0,2.55999994277954,4.0,3.50600004196167
InChI%3D1S%2FC19H16ClNO4%2Fc1-11-15%2810-18%2822%2923%2916-9-14%2825-2%297-8-17%2816%2921%2811%2919%2824%2912-3-5-13%2820%296-4-12%2Fh3-9H%2C10H2%2C1-2H3%2C%28H%2C22%2C23%29,0.0,3.64580845832825,52.7841987609863,4.0,16.0,2.0,43.0,12.0,,0.693899989128113,12.0,27.0,2.89000010490417,5.0,1.4539999961853
InChI%3D1S%2FC14H18N2O3%2Fc1-5-7-8-10%283%2914%289-6-2%2911%2817%2915-13%2819%2916%284%2912%2814%2918%2Fh6%2C10H%2C2%2C5%2C9H2%2C1%2C3-4H3%2C%28H%2C15%2C17%29%2Fq-2%2Ft10-%2C14%2B%2Fm1%2Fs1,0.0,0.0928420871496201,70.8531036376953,6.0,6.0,6.0,38.0,0.0,,0.30469998717308,0.0,19.0,2.45000004768372,3.0,1.76699995994568
InChI%3D1S%2FC16H12FN3O3%2Fc1-19-14-7-6-10%2820%2822%2923%298-12%2814%2916%2818-9-15%2819%2921%2911-4-2-3-5-13%2811%2917%2Fh2-8H%2C9H2%2C1H3%2Fp%2B1,0.0,,,3.0,16.0,0.0,25.0,12.0,,,12.0,18.0,2.23000001907349,3.0,
InChI%3D1S%2FC10H17N%2Fc11-10-4-7-1-8%285-10%293-9%282-7%296-10%2Fh7-9H%2C1-6%2C11H2,1.0,11.230541229248,80.1085968017578,4.0,16.0,4.0,30.0,12.0,1.0,3.35120010375977,12.0,17.0,1.78999996185303,3.0,5.30600023269653
InChI%3D1S%2FC19H27Cl2N3O3%2Fc20-17-2-1-14%289-18%2817%2921%2910-19%2827%2924-6-5-22%287-8-25%2911-15%2824%2912-23-4-3-16%2826%2913-23%2Fh1-2%2C9%2C15-16%2C25-26H%2C3-8%2C10-13H2%2Ft15-%2C16-%2Fm1%2Fs1,0.0,,,2.0,8.0,0.0,14.0,6.0,,,6.0,9.0,2.00999999046326,1.0,1.00699996948242
InChI%3D1S%2FC20H24Cl2N4O3%2Fc21-15-4-3-13%289-16%2815%2922%2910-17%2827%2926-8-5-20%2818%2828%2923-19%2829%2924-20%2911-14%2826%2912-25-6-1-2-7-25%2Fh3-4%2C9%2C14H%2C1-2%2C5-8%2C10-12H2%2C%28H2%2C23%2C24%2C28%2C29%29%2Ft14-%2C20-%2Fm1%2Fs1,0.0,0.028934009373188,108.546997070312,3.0,6.0,2.0,53.0,6.0,,0.170100003480911,6.0,32.0,2.67000007629395,5.0,1.01400005817413
InChI%3D1S%2FC17H18F3N3O3%2Fc1-21-4-6-22%287-5-21%2915-12%2819%298-10-14%2813%2815%2920%2923%283-2-18%299-11%2816%2810%2924%2917%2825%2926%2Fh8-9H%2C2-7H2%2C1H3%2C%28H%2C25%2C26%29,0.0,,,3.0,15.0,2.0,44.0,6.0,,0.0725999996066093,6.0,28.0,2.33999991416931,4.0,2.24900007247925
InChI%3D1S%2FC11H17Cl2N2O5%2Fc12-10%2813%2911%2818%2914-8%285-16%299%2817%296-1-3-7%284-2-6%2915%2819%2920%2Fh1%2C6-10%2C16-17H%2C2-5H2%2C%28H%2C14%2C18%29%2Fq%2B1%2Ft6%3F%2C7%3F%2C8-%2C9-%2Fm1%2Fs1,0.0,,,11.0,3.0,3.0,38.0,0.0,3.0,,0.0,20.0,1.67999994754791,6.0,
InChI%3D1S%2FC14H19Cl2NO2%2Fc15-8-10-17%2811-9-16%2913-6-4-12%285-7-13%292-1-3-14%2818%2919%2Fh4-7H%2C1-3%2C8-11H2%2C%28H%2C18%2C19%29,0.0,0.624890267848969,47.7925987243652,7.0,7.0,4.0,38.0,6.0,,-0.790499985218048,6.0,19.0,2.45000004768372,9.0,4.29199981689453
InChI%3D1S%2FC17H26N2O2%2Fc1-15%2820%2918-9-6-12-21-17-8-5-7-16%2813-17%2914-19-10-3-2-4-11-19%2Fh5%2C7-8%2C13H%2C2-4%2C6%2C9-12%2C14H2%2C1H3%2C%28H%2C18%2C20%29,0.0,,,0.0,7.0,0.0,14.0,6.0,,-0.244299992918968,6.0,12.0,1.46000003814697,0.0,0.903999984264374
InChI%3D1S%2FC15H24N4S%2Fc20-15%2818-13-4-2-1-3-5-13%2919-8-6-12%287-9-19%2914-10-16-11-17-14%2Fh10-13H%2C1-9H2%2C%28H%2C16%2C17%29%28H%2C18%2C20%29,0.0,7.74341917037964,72.2481994628906,3.0,3.0,0.0,48.0,0.0,,-2.7827000617981,0.0,22.0,2.55999994277954,3.0,2.83899998664856
InChI%3D1S%2FC9H13NO3%2Fc1-10-5-9%2813%296-2-3-7%2811%298%2812%294-6%2Fh2-4%2C9-13H%2C5H2%2C1H3%2Ft9-%2Fm0%2Fs1,0.0,3.01994872093201,24.8006000518799,5.0,8.0,2.0,26.0,6.0,,-1.73780000209808,6.0,13.0,,3.0,-0.0700000002980232
InChI%3D1S%2FC12H14N4O2S%2Fc17-16%2818%2911-4-6-14-12%2811%2915-7-8-19-9-10-3-1-2-5-13-10%2Fh1-6%2C14-15H%2C7-9H2,0.0,0.0250905603170395,,5.0,6.0,2.0,32.0,11.0,,0.158399999141693,6.0,20.0,2.00999999046326,7.0,3.7739999294281
InChI%3D1S%2FC19H26N4O5%2Fc1-14%2824%2921-7-8-22%2817%2812-21%2911-20-6-5-18%2825%2913-20%2919%2826%2910-15-3-2-4-16%289-15%2923%2827%2928%2Fh2-4%2C9%2C17-18%2C25H%2C5-8%2C10-13H2%2C1H3%2Ft17-%2C18-%2Fm0%2Fs1,0.0,,,7.0,9.0,3.0,42.0,6.0,,,6.0,24.0,2.23000001907349,7.0,2.69300007820129
InChI%3D1S%2FC20H27N3O%2Fc1-4-13-23%2814-5-1%2917-18-8-6-9-19%2816-18%2924-15-7-12-22-20-10-2-3-11-21-20%2Fh2-3%2C6%2C8-11%2C16H%2C1%2C4-5%2C7%2C12-15%2C17H2%2C%28H%2C21%2C22%29,0.0,2.74001812934875,43.0245018005371,5.0,7.0,3.0,51.0,12.0,,-1.65530002117157,12.0,26.0,3.22000002861023,8.0,4.16599988937378
InChI%3D1S%2FC2H2Cl3%2Fc1-2%283%2C4%295%2Fh1H2,0.0,4.11805868148804,26.2173004150391,5.0,0.0,2.0,8.0,0.0,0.0,2.02929997444153,0.0,4.0,1.35000002384186,0.0,2.46900010108948
InChI%3D1S%2FC27H38N2O4%2Fc1-20%282%2927%2819-28%2C22-10-12-24%2831-5%2926%2818-22%2933-7%2914-8-15-29%283%2916-13-21-9-11-23%2830-4%2925%2817-21%2932-6%2Fh9-12%2C17-18%2C20H%2C8%2C13-16H2%2C1-7H3%2Ft27-%2Fm0%2Fs1,0.0,,,4.0,7.0,0.0,27.0,6.0,,,6.0,18.0,,4.0,
InChI%3D1S%2FC29H41NO4%2Fc1-25%282%2C3%2926%284%2C32%2920-15-27-10-11-29%2820%2C33-5%2924-28%2827%2912-13-30%2816-17-6-7-17%2921%2827%2914-18-8-9-19%2831%2923%2834-24%2922%2818%2928%2Fh8-9%2C17%2C20-21%2C24%2C31-32H%2C6-7%2C10-16H2%2C1-5H3%2Ft20-%2C21-%2C24-%2C26%2B%2C27-%2C28%3F%2C29-%2Fm1%2Fs1,0.0,,,7.0,13.0,4.0,73.0,6.0,,,6.0,40.0,4.09999990463257,5.0,
InChI%3D1S%2FC21H27ClN2O2%2Fc22-20-8-6-19%287-9-20%2921%2818-4-2-1-3-5-18%2924-12-10-23%2811-13-24%2914-16-26-17-15-25%2Fh1-9%2C21%2C25H%2C10-17H2%2Ft21-%2Fm1%2Fs1,0.0,5.01177787780762,115.262802124023,6.0,6.0,2.0,53.0,12.0,,2.2386999130249,12.0,28.0,3.22000002861023,8.0,0.800000011920929
InChI%3D1S%2FC22H24ClN5O2%2Fc23-15-6-7-20-18%2814-15%2925-22%2830%2928%2820%2916-8-12-26%2813-9-16%2910-3-11-27-19-5-2-1-4-17%2819%2924-21%2827%2929%2Fh1-2%2C4-7%2C14%2C16H%2C3%2C8-13H2%2C%28H%2C24%2C29%29%28H%2C25%2C30%29,0.0,1.00942206382751,50.4202995300293,3.0,10.0,3.0,54.0,20.0,,-1.00469994544983,15.0,34.0,3.0,5.0,3.56800007820129
InChI%3D1S%2FC19H20BrN3O3%2Fc1-19%282%2C3%2926-18%2825%2915-16-13-8-5-9-22%2813%2917%2824%2914-11%2820%296-4-7-12%2814%2923%2816%2910-21-15%2Fh4%2C6-7%2C10%2C13H%2C5%2C8-9H2%2C1-3H3%2Ft13-%2Fm0%2Fs1,0.0,11.221830368042,103.061798095703,3.0,21.0,0.0,35.0,18.0,,3.34990000724792,18.0,25.0,2.89000010490417,3.0,2.57299995422363
InChI%3D1S%2FC16H21NO2%2Fc1-12%282%2917-10-14%2818%2911-19-16-9-5-7-13-6-3-4-8-15%2813%2916%2Fh3-9%2C12%2C14%2C17-18H%2C10-11H2%2C1-2H3%2Ft14-%2Fm1%2Fs1,0.0,4.06869220733643,81.5680999755859,9.0,11.0,2.0,40.0,6.0,,2.0171000957489,6.0,19.0,2.00999999046326,7.0,3.07500004768372
InChI%3D1S%2FC18H22N2%2Fc1-19-13-6-14-20-17-9-4-2-7-15%2817%2911-12-16-8-3-5-10-18%2816%2920%2Fh2-5%2C7-10%2C19H%2C6%2C11-14H2%2C1H3,0.0,,,5.0,13.0,3.0,42.0,12.0,,,12.0,22.0,3.22000002861023,4.0,2.36100006103516
InChI%3D1S%2FC15H11N2O2%2Fc18-13-15%2817-14%2819%2916-13%2C11-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-9%2C17H%2C%28H%2C16%2C18%29%2Fq-2%2Ft15-%2Fm1%2Fs1,1.0,0.0220225602388382,41.2117004394531,0.0,6.0,0.0,31.0,12.0,,0.148399993777275,12.0,21.0,2.67000007629395,2.0,5.19399976730347
InChI%3D1S%2FC29H26N4O%2Fc1-2-25%2821-11-5-3-6-12-21%2932-29%2834%2927-23-15-9-10-16-26%2823%2931-28%2822-13-7-4-8-14-22%2924%2827%2919-33-18-17-30-20-33%2Fh3-18%2C20%2C25H%2C2%2C19H2%2C1H3%2C%28H%2C32%2C34%29%2Ft25-%2Fm0%2Fs1,0.0,5.28953981399536,148.175994873047,6.0,19.0,3.0,64.0,23.0,,2.29990005493164,22.0,38.0,4.09999990463257,7.0,2.80299997329712
InChI%3D1S%2FC9H13N3O3%2Fc10-7-3-4-12%289%2814%2911-7%298-2-1-6%285-13%2915-8%2Fh3-4%2C6%2C8%2C13H%2C1-2%2C5H2%2C%28H2%2C10%2C11%2C14%29%2Ft6-%2C8%2B%2Fm0%2Fs1,0.0,,,1.0,8.0,0.0,28.0,0.0,,-1.94289994239807,0.0,16.0,1.78999996185303,2.0,0.596000015735626
InChI%3D1S%2FC23H27FN4O3%2Fc1-14-17%2823%2830%2928-9-2-3-19%2829%2922%2828%2925-14%298-12-27-10-6-15%287-11-27%2921-18-5-4-16%2824%2913-20%2818%2931-26-21%2Fh4-5%2C13%2C15%2C19%2C29H%2C2-3%2C6-12H2%2C1H3%2Ft19-%2Fm1%2Fs1,0.0,3.13254594802856,76.8255996704102,2.0,8.0,2.0,58.0,10.0,,-1.76989996433258,6.0,35.0,3.10999989509583,4.0,1.94500005245209
InChI%3D1S%2FC21H24Cl2N2O%2Fc1-24%2821%2826%2914-16-9-10-18%2822%2919%2823%2913-16%2920%2815-25-11-5-6-12-25%2917-7-3-2-4-8-17%2Fh2-4%2C7-10%2C13%2C20H%2C5-6%2C11-12%2C14-15H2%2C1H3%2Ft20-%2Fm0%2Fs1,0.0,4.31351375579834,112.846900939941,7.0,6.0,2.0,50.0,12.0,,2.07690000534058,12.0,28.0,3.22000002861023,7.0,2.83800005912781
InChI%3D1S%2FC19H27N3O3%2Fc1-15%2823%2921-9-10-22%2819%2825%2911-16-5-3-2-4-6-16%2917%2813-21%2912-20-8-7-18%2824%2914-20%2Fh2-6%2C17-18%2C24H%2C7-14H2%2C1H3%2Ft17-%2C18%2B%2Fm0%2Fs1,0.0,,,2.0,13.0,0.0,20.0,6.0,,,6.0,14.0,1.46000003814697,2.0,
InChI%3D1S%2FC38H72N2O12%2Fc1-15-27-38%2810%2C46%2931%2842%2924%286%2940%2813%2919-20%282%2917-36%288%2C45%2933%2852-35-29%2841%2926%2839%2811%2912%2916-21%283%2948-35%2922%284%2930%2823%285%2934%2844%2950-27%2951-28-18-37%289%2C47-14%2932%2843%2925%287%2949-28%2Fh20-33%2C35%2C41-43%2C45-46H%2C15-19H2%2C1-14H3%2Ft20-%2C21-%2C22-%2C23%2B%2C24-%2C25%2B%2C26%2B%2C27-%2C28-%2C29-%2C30-%2C31%3F%2C32%2B%2C33%2B%2C35%2B%2C36-%2C37-%2C38%2B%2Fm1%2Fs1,1.0,6.38320207595825,188.565399169922,2.0,3.0,2.0,124.0,0.0,5.0,-2.52649998664856,0.0,54.0,4.09999990463257,7.0,1.88800001144409
