SMILES,nRotB,XLogP,nAtomLAC,AMR,nHBDon,nAtomP,ALogp2,naAromAtom,nAtomLC,nAtom,nB,MLogP,nAromBond,ALogP,LipinskiFailures
InChI%3D1S%2FC10H18%2Fc1-3-5-7-9-10-8-6-4-2%2Fh3-4H%2C1-2%2C5-10H2,7.0,5.2979998588562,10.0,40.8443984985352,0.0,2.0,0.599385619163513,0.0,10.0,28.0,9.0,2.55999994277954,0.0,0.774200022220612,1.0
InChI%3D1S%2FC8H9NO%2Fc1-6%2810%297-3-2-4-8%289%295-7%2Fh2-5H%2C9H2%2C1H3,1.0,1.26800000667572,0.0,,,9.0,,6.0,2.0,19.0,10.0,2.11999988555908,6.0,-1.00380003452301,0.0
InChI%3D1S%2FC6H12O%2Fc1-2-3-4-5-6-7%2Fh3-4%2C7H%2C2%2C5-6H2%2C1H3,0.0,1.48500001430511,0.0,82.7920989990234,1.0,13.0,0.528819859027863,12.0,0.0,33.0,22.0,2.89000010490417,12.0,0.727199971675873,0.0
InChI%3D1S%2FC25H22ClNO3%2Fc1-17%282%2924%2818-11-13-20%2826%2914-12-18%2925%2828%2930-23%2816-27%2919-7-6-10-22%2815-19%2929-21-8-4-3-5-9-21%2Fh3-15%2C17%2C23-24H%2C1-2H3,3.0,0.982999980449677,3.0,69.1834030151367,,14.0,0.367599695920944,6.0,3.0,34.0,20.0,2.23000001907349,6.0,-0.606299996376038,0.0
InChI%3D1S%2FC21H20Cl2O3%2Fc1-21%282%2917%2812-18%2822%2923%2919%2821%2920%2824%2925-13-14-7-6-10-16%2811-14%2926-15-8-4-3-5-9-15%2Fh3-12%2C17%2C19H%2C13H2%2C1-2H3,7.0,7.31300020217896,2.0,44.5610008239746,,13.0,3.43472099304199,12.0,4.0,46.0,28.0,3.22000002861023,12.0,1.8532999753952,1.0
InChI%3D1S%2FC3H5Cl3%2Fc4-1-3%286%292-5%2Fh3H%2C1-2H2,2.0,2.37899994850159,3.0,29.6690998077393,0.0,0.0,4.8651123046875,0.0,6.0,11.0,5.0,1.46000003814697,0.0,2.2056999206543,0.0
InChI%3D1S%2FC6H3Cl3O%2Fc7-3-1-4%288%296%2810%295%289%292-3%2Fh1-2%2C10H,0.0,2.12100005149841,0.0,46.7098999023438,,7.0,3.14211082458496,6.0,0.0,13.0,10.0,1.67999994754791,6.0,1.77260005474091,0.0
InChI%3D1S%2FC9H7NO2%2Fc1-12-9%2811%298-4-2-7%286-10%293-5-8%2Fh2-5H%2C1H3,2.0,1.70200002193451,0.0,,,11.0,,6.0,4.0,19.0,12.0,2.11999988555908,6.0,,0.0
InChI%3D1S%2FC8H6Cl2O%2Fc1-5%2811%297-3-2-6%289%294-8%287%2910%2Fh2-4H%2C1H3,1.0,1.76499998569489,2.0,49.9384994506836,,8.0,2.86049580574036,6.0,3.0,17.0,11.0,2.00999999046326,6.0,1.69130003452301,0.0
InChI%3D1S%2FC14H14OS%2Fc15-16%2811-13-7-3-1-4-8-13%2912-14-9-5-2-6-10-14%2Fh1-10H%2C11-12H2,3.0,1.72000002861023,2.0,88.1171035766602,,14.0,9.43226909637451,0.0,2.0,45.0,27.0,2.45000004768372,0.0,-3.07119989395142,0.0
InChI%3D1S%2FC9H10O3%2Fc1-2-12-9%2811%297-5-3-4-6-8%287%2910%2Fh3-6%2C10H%2C2H2%2C1H3,1.0,-0.958999991416931,0.0,31.4822998046875,,9.0,1.80983209609985,6.0,3.0,14.0,9.0,1.57000005245209,6.0,-1.34529995918274,0.0
InChI%3D1S%2FC5H4ClNO%2Fc6-5-4%288%292-1-3-7-5%2Fh1-3%2C8H,2.0,3.79500007629395,3.0,137.143600463867,,8.0,8.86669731140137,6.0,3.0,65.0,36.0,4.32000017166138,6.0,2.97769999504089,0.0
InChI%3D1S%2FC2H8N2%2Fc3-1-2-4%2Fh1-4H2,1.0,-1.34200000762939,2.0,17.8686008453369,2.0,0.0,2.18034744262695,0.0,4.0,12.0,3.0,1.46000003814697,0.0,-1.47660005092621,0.0
InChI%3D1S%2FC8H10O%2Fc1-2-7-3-5-8%289%296-4-7%2Fh3-6%2C9H%2C2H2%2C1H3,2.0,-0.551999986171722,2.0,24.5312995910645,,4.0,0.254722088575363,0.0,7.0,13.0,6.0,1.12999999523163,0.0,-0.504700005054474,0.0
InChI%3D1S%2FC13H11NO3%2Fc14-9-6-7-11%2812%2815%298-9%2913%2816%2917-10-4-2-1-3-5-10%2Fh1-8%2C15H%2C14H2,3.0,1.42200005054474,0.0,,,17.0,,12.0,3.0,28.0,18.0,2.45000004768372,12.0,,0.0
InChI%3D1S%2FC2H5NO%2Fc1-2-3-4%2Fh2%2C4H%2C1H3,3.0,0.601999998092651,2.0,62.1375999450684,1.0,6.0,0.0197121594101191,6.0,8.0,26.0,15.0,2.00999999046326,6.0,-0.140400007367134,0.0
InChI%3D1S%2FC13H10O%2Fc14-13%2811-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-10H,2.0,2.26600003242493,0.0,64.8173980712891,,14.0,4.6302433013916,12.0,2.0,24.0,15.0,2.77999997138977,12.0,2.15179991722107,0.0
InChI%3D1S%2FC8H9NO2%2Fc1-6%2810%299-7-2-4-8%2811%295-3-7%2Fh2-5%2C11H%2C1H3%2C%28H%2C9%2C10%29,3.0,1.16400003433228,0.0,73.5404968261719,,14.0,0.00283023994415998,6.0,2.0,37.0,21.0,2.33999991416931,6.0,-0.0531999990344048,0.0
InChI%3D1S%2FC7H10N2%2Fc8-5-4-7-3-1-2-6-9-7%2Fh1-3%2C6H%2C4-5%2C8H2,2.0,1.05599999427795,2.0,,,6.0,,6.0,3.0,19.0,9.0,2.00999999046326,6.0,,0.0
InChI%3D1S%2FC10H19O6PS2%2Fc1-5-15-9%2811%297-8%2810%2812%2916-6-2%2919-17%2818%2C13-3%2914-4%2Fh8H%2C5-7H2%2C1-4H3,9.0,3.57399988174438,0.0,128.083099365234,0.0,9.0,5.12569618225098,12.0,7.0,62.0,33.0,3.32999992370605,12.0,2.26399993896484,0.0
InChI%3D1S%2FC7H7NO2.ClH%2Fc9-7%2810%296-8-4-2-1-3-5-8%3B%2Fh1-5H%2C6H2%3B1H,4.0,3.4779999256134,3.0,102.099197387695,2.0,13.0,3.92713499069214,12.0,6.0,47.0,24.0,3.10999989509583,12.0,1.98169994354248,0.0
InChI%3D1S%2FC4H8Cl2%2Fc5-3-1-2-4-6%2Fh1-4H2,3.0,2.45600008964539,4.0,26.4787998199463,0.0,0.0,0.875721633434296,0.0,6.0,14.0,5.0,1.67999994754791,0.0,0.935800015926361,0.0
InChI%3D1S%2FC7H8O%2Fc1-6-4-2-3-5-7%286%298%2Fh2-5%2C8H%2C1H3,0.0,1.12699997425079,0.0,36.8432998657227,,7.0,1.65559685230255,6.0,0.0,16.0,8.0,2.11999988555908,6.0,1.28670001029968,0.0
InChI%3D1S%2FC7H5NO3%2Fc9-5-6-3-1-2-4-7%286%298%2810%2911%2Fh1-5H,2.0,2.54500007629395,0.0,,,11.0,,6.0,2.0,16.0,11.0,1.78999996185303,6.0,,0.0
InChI%3D1S%2FC8H8O%2Fc1-2-4-8-7%283-1%295-6-9-8%2Fh1-4H%2C5-6H2,0.0,1.067999958992,0.0,39.8465003967285,,7.0,0.764050781726837,6.0,0.0,17.0,10.0,2.23000001907349,6.0,0.874100029468536,0.0
InChI%3D1S%2FC7H8O2%2Fc1-9-7-4-2-6%288%293-5-7%2Fh2-5%2C8H%2C1H3,8.0,3.77699995040894,4.0,147.555892944336,,6.0,4.72845029830933,18.0,8.0,67.0,37.0,4.09999990463257,18.0,2.17449998855591,0.0
InChI%3D1S%2FC6H5ClO2%2Fc7-4-1-2-5%288%296%289%293-4%2Fh1-3%2C8-9H,0.0,1.39499998092651,0.0,10.7447996139526,,8.0,0.0310816895216703,6.0,0.0,14.0,9.0,1.78999996185303,6.0,-0.176300004124641,0.0
InChI%3D1S%2FC3H6Br2%2Fc4-2-1-3-5%2Fh1-3H2,2.0,2.7739999294281,3.0,29.534200668335,0.0,0.0,2.28856372833252,0.0,5.0,11.0,4.0,1.57000005245209,0.0,1.51279997825623,0.0
InChI%3D1S%2FC9H14O3%2Fc1-7%282%299%2810%2912-6-8-4-3-5-11-8%2Fh8H%2C1%2C3-6H2%2C2H3,4.0,1.06700003147125,3.0,40.9855003356934,0.0,5.0,0.0933302491903305,0.0,7.0,26.0,12.0,2.11999988555908,0.0,0.305500000715256,0.0
InChI%3D1S%2FC17H18O2%2Fc1-17%282%2C3%2914-7-9-15%2810-8-14%2919-16-6-4-5-13%2811-16%2912-18%2Fh4-12H%2C1-3H3,9.0,3.72699999809265,2.0,,,12.0,,12.0,8.0,48.0,30.0,2.67000007629395,12.0,2.73810005187988,0.0
InChI%3D1S%2FC6H6ClN%2Fc1-5-3-2-4-6%287%298-5%2Fh2-4H%2C1H3,8.0,,3.0,,,14.0,,6.0,7.0,41.0,24.0,1.67999994754791,6.0,,0.0
InChI%3D1S%2FC8H18S%2Fc1-3-5-7-9-8-6-4-2%2Fh3-8H2%2C1-2H3,6.0,3.88100004196167,4.0,40.6617012023926,0.0,0.0,0.189747363328934,0.0,9.0,27.0,8.0,2.23000001907349,0.0,-0.435600012540817,0.0
InChI%3D1S%2FC10H12N2.ClH%2Fc1-2-4-9%285-3-1%298-10-11-6-7-12-10%3B%2Fh1-5H%2C6-8H2%2C%28H%2C11%2C12%29%3B1H,2.0,3.64199995994568,0.0,,,6.0,,6.0,0.0,26.0,13.0,2.23000001907349,6.0,-0.642799973487854,0.0
InChI%3D1S%2FC7H15NO%2Fc1-6%287%282%299%295-8%283%294%2Fh6H%2C5H2%2C1-4H3,3.0,0.160999998450279,4.0,39.128101348877,0.0,1.0,0.0730620920658112,0.0,9.0,24.0,8.0,2.00999999046326,0.0,0.270300000905991,0.0
InChI%3D1S%2FC10H17N%2Fc11-10-4-7-1-8%285-10%293-9%282-7%296-10%2Fh7-9H%2C1-6%2C11H2,2.0,1.43900001049042,0.0,61.2163009643555,1.0,10.0,0.401195555925369,6.0,4.0,21.0,14.0,1.78999996185303,6.0,0.633400022983551,0.0
InChI%3D1S%2FC9H13N%2Fc1-2-10-8-9-6-4-3-5-7-9%2Fh3-7%2C10H%2C2%2C8H2%2C1H3,3.0,3.15499997138977,2.0,18.0027008056641,,6.0,0.00314720999449492,6.0,4.0,23.0,10.0,2.33999991416931,6.0,-0.0560999996960163,0.0
InChI%3D1S%2FC7H8O2%2Fc1-9-7-4-2-3-6%288%295-7%2Fh2-5%2C8H%2C1H3,2.0,3.37700009346008,3.0,22.62619972229,,0.0,3.69908285140991,0.0,8.0,11.0,7.0,1.24000000953674,0.0,1.92330002784729,0.0
InChI%3D1S%2FC11H13NO%2Fc1-12%282%2911-7-5-10%286-8-11%294-3-9-13%2Fh3-9H%2C1-2H3,3.0,2.52900004386902,3.0,,,11.0,,6.0,4.0,26.0,13.0,2.45000004768372,6.0,0.386500000953674,0.0
InChI%3D1S%2FC13H10ClNO%2Fc14-10-7-5-9%286-8-10%2913%2816%2911-3-1-2-4-12%2811%2915%2Fh1-8H%2C15H2,2.0,4.11700010299683,0.0,,,15.0,,12.0,1.0,26.0,17.0,2.55999994277954,12.0,-0.269400000572205,0.0
InChI%3D1S%2FC8H11NO%2Fc10-6-2-4-8-3-1-5-9-7-8%2Fh1%2C3%2C5%2C7%2C10H%2C2%2C4%2C6H2,5.0,1.5809999704361,4.0,,,8.0,,0.0,5.0,32.0,15.0,2.23000001907349,0.0,-2.20239996910095,0.0
InChI%3D1S%2FC20H28O2%2Fc1-13%282%2914-6-8-16-15%2812-14%297-9-17-19%2816%2C3%2910-5-11-20%2817%2C4%2918%2821%2922%2Fh6%2C8%2C12-13%2C17H%2C5%2C7%2C9-11H2%2C1-4H3%2C%28H%2C21%2C22%29,1.0,1.90400004386902,0.0,67.9713973999023,,13.0,4.63153457641602,6.0,0.0,21.0,17.0,1.67999994754791,6.0,2.15210008621216,0.0
InChI%3D1S%2FC7H4Cl4%2Fc8-4-2-1-3-5%289%296%284%297%2810%2911%2Fh1-3%2C7H,1.0,2.80200004577637,0.0,54.5499992370605,,6.0,9.88976669311523,6.0,2.0,15.0,11.0,1.78999996185303,6.0,3.14479994773865,0.0
InChI%3D1S%2FC6H5NO3%2Fc8-6-4-2-1-3-5%286%297%289%2910%2Fh1-4%2C8H,7.0,0.774999976158142,3.0,129.882797241211,,11.0,2.62861371040344,12.0,5.0,62.0,35.0,2.77999997138977,12.0,-1.62129998207092,0.0
InChI%3D1S%2FC10H22S2%2Fc1-3-7-11-9-5-6-10-12-8-4-2%2Fh3-10H2%2C1-2H3,6.0,4.79199981689453,0.0,93.7656021118164,0.0,18.0,2.46866941452026,12.0,8.0,42.0,23.0,2.77999997138977,12.0,1.57120001316071,0.0
InChI%3D1S%2FCHI3%2Fc2-1%283%294%2Fh1H,0.0,3.68799996376038,0.0,45.6068992614746,0.0,0.0,0.51609855890274,0.0,4.0,5.0,3.0,1.24000000953674,0.0,0.718400001525879,0.0
InChI%3D1S%2FC10H11BrO3%2Fc1-13-7-3-4-10%2814-2%298%285-7%299%2812%296-11%2Fh3-5H%2C6H2%2C1-2H3,6.0,0.0820000022649765,2.0,,,6.0,,6.0,3.0,52.0,29.0,2.67000007629395,6.0,,0.0
InChI%3D1S%2FC8H7NO4%2Fc1-13-8%2810%296-2-4-7%285-3-6%299%2811%2912%2Fh2-5H%2C1H3,5.0,3.3289999961853,3.0,101.755798339844,,13.0,6.14494514465332,12.0,6.0,43.0,26.0,2.77999997138977,12.0,2.47889995574951,0.0
InChI%3D1S%2FC11H15NO%2Fc1-3-12%284-2%2911-7-5-10%289-13%296-8-11%2Fh5-9H%2C3-4H2%2C1-2H3,4.0,2.89199995994568,0.0,,,9.0,,6.0,5.0,28.0,13.0,2.45000004768372,6.0,,0.0
InChI%3D1S%2FC7H10%2Fc1-2-7-4-3-6%281%295-7%2Fh1-2%2C6-7H%2C3-5H2,4.0,1.01600003242493,2.0,96.0779037475586,0.0,11.0,0.591053426265717,10.0,2.0,48.0,27.0,3.22000002861023,11.0,-0.768800020217896,0.0
InChI%3D1S%2FC7H15Br%2Fc1-2-3-4-5-6-7-8%2Fh2-7H2%2C1H3,0.0,-1.06700003147125,0.0,33.7680015563965,0.0,9.0,0.23843689262867,6.0,0.0,16.0,11.0,1.46000003814697,6.0,-1.40059995651245,0.0
InChI%3D1S%2FC10H10O2%2Fc1-8%2811%297-10%2812%299-5-3-2-4-6-9%2Fh2-6H%2C7H2%2C1H3,0.0,2.16199994087219,0.0,91.2071990966797,,7.0,5.48730611801147,12.0,0.0,40.0,23.0,3.22000002861023,12.0,2.34249997138977,0.0
InChI%3D1S%2FC10H14N2.H2O4S%2Fc1-12-7-3-5-10%2812%299-4-2-6-11-8-9%3B1-5%282%2C3%294%2Fh2%2C4%2C6%2C8%2C10H%2C3%2C5%2C7H2%2C1H3%3B%28H2%2C1%2C2%2C3%2C4%29,1.0,-0.279000014066696,0.0,,,6.0,,6.0,5.0,33.0,17.0,1.78999996185303,6.0,-1.1570999622345,0.0
InChI%3D1S%2FC14H11N%2Fc1-2-15-13-9-5-3-7-11%2813%2912-8-4-6-10-14%2812%2915%2Fh2-10H%2C1H2,4.0,,2.0,,,17.0,,6.0,3.0,53.0,30.0,3.10999989509583,6.0,,0.0
InChI%3D1S%2FC12H10O2%2Fc13-10-6-8-12%289-7-10%2914-11-4-2-1-3-5-11%2Fh1-9%2C13H,3.0,-0.177000001072884,2.0,,,6.0,,6.0,5.0,25.0,11.0,2.23000001907349,6.0,-0.0886000022292137,0.0
InChI%3D1S%2FC6HCl5O%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh12H,0.0,3.61999988555908,0.0,56.1422996520996,,7.0,7.20278263092041,6.0,0.0,13.0,12.0,1.46000003814697,6.0,2.68379998207092,0.0
InChI%3D1S%2FC4H3BrS%2Fc5-4-1-2-6-3-4%2Fh1-3H,0.0,2.30599999427795,0.0,32.1264991760254,0.0,0.0,1.35536158084869,0.0,0.0,13.0,6.0,1.67999994754791,0.0,1.16419994831085,0.0
InChI%3D1S%2FC7H8N2O%2Fc8-6-4-2-1-3-5%286%297%289%2910%2Fh1-4H%2C8H2%2C%28H2%2C9%2C10%29,1.0,2.04900002479553,0.0,,,10.0,,6.0,3.0,18.0,10.0,1.89999997615814,6.0,,0.0
InChI%3D1S%2FC7H7NO2%2Fc8-7%2810%295-3-1-2-4-6%285%299%2Fh1-4%2C9H%2C%28H2%2C8%2C10%29,1.0,2.1159999370575,0.0,11.0410003662109,,10.0,0.293655604124069,6.0,3.0,17.0,10.0,1.89999997615814,6.0,-0.541899979114532,0.0
InChI%3D1S%2FC6H14N2O%2Fc9-6-5-8-3-1-7-2-4-8%2Fh7%2C9H%2C1-6H2,5.0,0.685000002384186,2.0,37.0358009338379,2.0,7.0,0.636644423007965,6.0,5.0,43.0,26.0,2.33999991416931,6.0,-0.797900021076202,0.0
InChI%3D1S%2FC10H6N2O5.Na.2H2O%2Fc13-10-7-4-2-1-3-6%287%298%2811%2814%2915%295-9%2810%2912%2816%2917%3B%3B%3B%2Fh1-5%2C13H%3B%3B2%2A1H2%2Fq%3B%2B1%3B%3B%2Fp-1,2.0,,0.0,,,17.0,,10.0,3.0,29.0,18.0,1.46000003814697,11.0,,
InChI%3D1S%2FC16H22O4%2Fc1-3-5-11-19-15%2817%2913-7-9-14%2810-8-13%2916%2818%2920-12-6-4-2%2Fh7-10H%2C3-6%2C11-12H2%2C1-2H3,10.0,3.22399997711182,4.0,73.9672012329102,,12.0,0.0384944416582584,6.0,7.0,42.0,20.0,2.77999997138977,6.0,-0.196199998259544,0.0
InChI%3D1S%2FC7H5BrO2%2Fc8-6-1-2-7%2810%295%283-6%294-9%2Fh1-4%2C10H,1.0,2.34699988365173,0.0,,,9.0,,6.0,2.0,15.0,10.0,1.89999997615814,6.0,,0.0
InChI%3D1S%2FC12H10S2%2Fc1-3-7-11%288-4-1%2913-14-12-9-5-2-6-10-12%2Fh1-10H,3.0,2.39199995994568,0.0,,,6.0,,12.0,2.0,24.0,15.0,2.55999994277954,12.0,3.09439992904663,0.0
InChI%3D1S%2FC6H12O%2Fc1-3-5-6%287%294-2%2Fh4%2C6-7H%2C2-3%2C5H2%2C1H3,3.0,1.56900000572205,6.0,27.831600189209,1.0,2.0,0.107518412172794,0.0,7.0,19.0,6.0,2.00999999046326,0.0,-0.327899992465973,0.0
InChI%3D1S%2FC13H11NO%2Fc15-11-14%2812-7-3-1-4-8-12%2913-9-5-2-6-10-13%2Fh1-11H,3.0,4.7020001411438,0.0,,,15.0,,12.0,3.0,26.0,16.0,2.67000007629395,12.0,-0.703700006008148,0.0
InChI%3D1S%2FC6H6N2O2%2Fc7-5-1-3-6%284-2-5%298%289%2910%2Fh1-4H%2C7H2,1.0,1.65299999713898,0.0,7.10790014266968,,10.0,0.634412229061127,6.0,2.0,16.0,10.0,1.67999994754791,6.0,-0.796500027179718,0.0
InChI%3D1S%2FC7H4ClNS2%2Fc8-4-1-2-6-5%283-4%299-7%2810%2911-6%2Fh1-3H%2C%28H%2C9%2C10%29,7.0,0.953999996185303,3.0,74.4692993164062,,13.0,0.749090254306793,6.0,10.0,38.0,19.0,2.23000001907349,6.0,-0.865499973297119,0.0
InChI%3D1S%2FC6H11BrO%2Fc7-5-6-3-1-2-4-8-6%2Fh6H%2C1-5H2,1.0,2.0239999294281,0.0,31.7752990722656,0.0,0.0,0.0244922507554293,0.0,1.0,19.0,8.0,1.89999997615814,0.0,-0.156499996781349,0.0
InChI%3D1S%2FC4H12N.ClH%2Fc1-5%282%2C3%294%3B%2Fh1-4H3%3B1H%2Fq%2B1%3B%2Fp-1,0.0,0.38400000333786,0.0,,0.0,0.0,,0.0,5.0,18.0,4.0,1.67999994754791,0.0,,0.0
InChI%3D1S%2FC7H13N3O3S%2Fc1-8-7%2812%2913-9-5%2814-4%296%2811%2910%282%293%2Fh1-4H3%2C%28H%2C8%2C12%29,2.0,-1.71599996089935,0.0,38.8917999267578,1.0,10.0,2.91487336158752,6.0,4.0,17.0,10.0,1.67999994754791,6.0,-1.70729994773865,0.0
InChI%3D1S%2FC9H11NO2%2Fc1-2-12-9%2811%297-3-5-8%2810%296-4-7%2Fh3-6H%2C2%2C10H2%2C1H3,8.0,1.71300005912781,9.0,38.0950012207031,,3.0,3.42249989509583,0.0,13.0,29.0,12.0,2.00999999046326,0.0,-1.85000002384186,0.0
InChI%3D1S%2FC11H15NO2%2Fc1-3-12%284-2%2910-6-5-9%288-13%2911%2814%297-10%2Fh5-8%2C14H%2C3-4H2%2C1-2H3,4.0,2.35800004005432,2.0,,,10.0,,6.0,5.0,29.0,14.0,2.33999991416931,6.0,0.0658999979496002,0.0
InChI%3D1S%2FC12H9NO%2Fc14-12%2810-4-2-1-3-5-10%2911-6-8-13-9-7-11%2Fh1-9H,5.0,1.64499998092651,0.0,82.3193969726562,,11.0,0.27447122335434,6.0,4.0,40.0,26.0,2.11999988555908,6.0,0.523899972438812,0.0
InChI%3D1S%2FC24H27O4P%2Fc1-16-10-7-13-22%2819%2816%294%2926-29%2825%2C27-23-14-8-11-17%282%2920%2823%295%2928-24-15-9-12-18%283%2921%2824%296%2Fh7-15H%2C1-6H3,6.0,4.76999998092651,0.0,127.551200866699,,23.0,29.6970500946045,18.0,5.0,56.0,31.0,3.54999995231628,18.0,5.44950008392334,0.0
InChI%3D1S%2FC6H5NO%2Fc8-5-6-2-1-3-7-4-6%2Fh1-5H,1.0,-0.426999986171722,0.0,32.4600982666016,,8.0,0.448096364736557,6.0,2.0,13.0,8.0,1.89999997615814,6.0,-0.669399976730347,0.0
InChI%3D1S%2F2C4H7Cl3O.H2O%2Fc2%2A1-3%282%2C8%294%285%2C6%297%3B%2Fh2%2A8H%2C1-2H3%3B1H2,1.0,3.4539999961853,3.0,74.5431976318359,3.0,0.0,13.278736114502,0.0,8.0,27.0,10.0,1.67999994754791,0.0,0.958000004291534,0.0
InChI%3D1S%2FC6H12N2%2Fc1-2-8-5-3-7%281%294-6-8%2Fh1-6H2,0.0,-0.504000008106232,0.0,34.0691986083984,0.0,0.0,0.0092160003259778,0.0,0.0,20.0,9.0,1.89999997615814,0.0,0.096000000834465,0.0
InChI%3D1S%2FC4H6O2%2Fc5-3-1-2-4-6%2Fh5-6H%2C3-4H2,0.0,-0.879999995231628,4.0,23.117000579834,2.0,2.0,0.094249002635479,0.0,6.0,12.0,5.0,1.67999994754791,0.0,-0.307000011205673,0.0
InChI%3D1S%2FC3H6Br2O%2Fc4-1-3%285%292-6%2Fh3%2C6H%2C1-2H2,3.0,1.32500004768372,0.0,32.5850982666016,1.0,16.0,1.6643580198288,6.0,6.0,35.0,22.0,2.00999999046326,6.0,1.29009997844696,0.0
InChI%3D1S%2FC18H15OP%2Fc19-20%2816-10-4-1-5-11-16%2C17-12-6-2-7-13-17%2918-14-8-3-9-15-18%2Fh1-15H,3.0,6.92700004577637,0.0,,,20.0,,18.0,2.0,35.0,22.0,3.22000002861023,18.0,-0.959200024604797,1.0
InChI%3D1S%2FC6H4Cl2O2%2Fc7-3-1-5%289%296%2810%292-4%283%298%2Fh1-2%2C9-10H,0.0,1.49100005626678,0.0,,,8.0,,6.0,0.0,14.0,10.0,1.67999994754791,6.0,,0.0
InChI%3D1S%2FC6H6N2O3%2Fc7-4-1-2-6%289%295%283-4%298%2810%2911%2Fh1-3%2C9H%2C7H2,1.0,,0.0,,,11.0,,6.0,2.0,17.0,11.0,1.57000005245209,6.0,,0.0
InChI%3D1S%2FC18H30O%2Fc1-16%282%2C3%2912-10-13%2817%284%2C5%296%2915%2819%2914%2811-12%2918%287%2C8%299%2Fh10-11%2C19H%2C1-9H3,3.0,7.6399998664856,0.0,,,7.0,,6.0,3.0,49.0,19.0,3.32999992370605,6.0,4.20830011367798,1.0
InChI%3D1S%2FC7H14O%2Fc1-4-6%282%297%283%295-8%2Fh5-7H%2C4H2%2C1-3H3,3.0,2.52600002288818,5.0,32.9935989379883,0.0,1.0,8.10000017281709e-07,0.0,8.0,22.0,7.0,2.11999988555908,0.0,-0.000899999984540045,0.0
InChI%3D1S%2FC12H8Cl2OS%2Fc13-9-1-5-11%286-2-9%2916%2815%2912-7-3-10%2814%294-8-12%2Fh1-8H,1.0,0.444000005722046,3.0,62.8418006896973,,13.0,0.574715614318848,6.0,3.0,28.0,17.0,1.89999997615814,6.0,-0.758099973201752,0.0
InChI%3D1S%2FC11H16N2%2Fc1-2-4-11%285-3-1%2910-13-8-6-12-7-9-13%2Fh1-5%2C12H%2C6-10H2,6.0,1.92200005054474,2.0,88.2042007446289,,6.0,6.01279449462891,12.0,7.0,40.0,20.0,3.10999989509583,12.0,2.45210003852844,0.0
InChI%3D1S%2FC4H6Cl2%2Fc1-4%282-5%293-6%2Fh1-3H2,3.0,2.43300008773804,3.0,93.1490020751953,0.0,12.0,6.57358312606812,6.0,5.0,44.0,22.0,2.67000007629395,6.0,2.56389999389648,0.0
InChI%3D1S%2FC8H18S%2Fc1-7%282%2C3%299-8%284%2C5%296%2Fh1-6H3,2.0,3.41100001335144,3.0,46.7944984436035,0.0,0.0,7.0639009475708,0.0,9.0,27.0,8.0,2.23000001907349,0.0,2.65779995918274,0.0
InChI%3D1S%2FC6H11NO%2Fc8-7-6-4-2-1-3-5-6%2Fh8H%2C1-5H2,4.0,-2.71099996566772,2.0,26.7140998840332,1.0,8.0,0.0930860117077827,0.0,5.0,43.0,26.0,2.33999991416931,0.0,0.305099993944168,0.0
InChI%3D1S%2FC6H7N%2Fc1-6-3-2-4-7-5-6%2Fh2-5H%2C1H3,0.0,1.51199996471405,0.0,5.50209999084473,,6.0,0.412164002656937,6.0,0.0,14.0,7.0,2.00999999046326,6.0,0.642000019550323,0.0
InChI%3D1S%2FC9H10O4%2Fc1-12-6-3-8%2811%297%285-10%299%284-6%2913-2%2Fh3-5%2C11H%2C1-2H3,3.0,1.02499997615814,0.0,,,11.0,,6.0,2.0,23.0,13.0,2.00999999046326,6.0,,0.0
InChI%3D1S%2FC13H8Cl2O2%2Fc14-12-5-4-11%287-13%2812%2915%2917-10-3-1-2-9%286-10%298-16%2Fh1-8H,3.0,4.52699995040894,0.0,,,15.0,,12.0,2.0,25.0,18.0,2.45000004768372,12.0,,0.0
InChI%3D1S%2FC11H12O2%2Fc1-9%282%2911%2812%2913-8-10-6-4-3-5-7-10%2Fh3-7H%2C1%2C8H2%2C2H3,4.0,3.62199997901917,3.0,,,6.0,,6.0,7.0,25.0,13.0,2.45000004768372,6.0,1.07439994812012,0.0
InChI%3D1S%2FC8H2Cl8%2Fc9-2-1-3%2816-8%2815%297%2813%2914%295%2811%296%2812%294%282%2910%2Fh1%2C16H,2.0,,2.0,,,6.0,,6.0,6.0,16.0,16.0,1.46000003814697,6.0,,0.0
InChI%3D1S%2FC18H12N3O7P%2Fc22-19%2823%2913-4-1-7-16%2810-13%2929%2828%2C17-8-2-5-14%2811-17%2920%2824%2925%2918-9-3-6-15%2812-18%2921%2826%2927%2Fh1-12H,6.0,5.95499992370605,0.0,,,29.0,,18.0,3.0,41.0,31.0,2.23000001907349,18.0,,1.0
InChI%3D1S%2FC12H12N2%2Fc1%2811-3-7-13-8-4-11%292-12-5-9-14-10-6-12%2Fh3-10H%2C1-2H2,3.0,0.190999999642372,0.0,70.9033966064453,,11.0,2.20403718948364,6.0,4.0,35.0,19.0,1.89999997615814,6.0,-1.48459994792938,0.0
